temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,latitude,longitude
25.0,25.0,22.8,87.67,0.0,0,,0.0,0.0,,9.2,320.0,1013.2,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.096713738,101.5786775
27.1,30.8,25.0,88.49,0.0,0,,0.0,0.0,,2.0,341.0,,89.0,4.4,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.171614327,101.656245
27.1,28.1,18.1,57.69,0.0,0,,0.0,0.0,,7.7,30.0,1013.5,88.9,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.134752994,101.596325
24.0,24.0,22.0,88.59,0.0,0,,0.0,0.0,,1.8,30.0,,89.0,10.0,31.3,0.1,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.141554963,101.5579298
25.8,25.8,23.8,88.73,0.0,0,,0.0,0.0,,2.1,315.0,1013.2,89.0,6.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.068494229,101.5943038
27.0,30.1,24.0,83.68,0.0,0,,0.0,0.0,,3.6,70.0,,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.160884514,101.5876709
25.7,25.7,24.1,90.58,0.0,0,,0.0,0.0,,0.3,8.0,1010.3,89.0,8.9,102.1,0.4,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.056824314,101.5953359
32.0,37.9,24.0,62.92,0.0,0,,0.0,0.0,,5.4,199.0,,89.0,10.0,387.3,1.4,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.081467861,101.5621013
29.0,34.6,25.0,79.14,0.0,0,,0.0,0.0,,5.5,318.0,,89.0,6.0,68.3,0.2,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.102656119,101.5925226
26.8,29.8,24.1,85.4,0.0,0,,0.0,0.0,,0.0,0.0,1010.1,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.14766326,101.5628372
34.8,38.5,21.2,45.27,0.004,100,rain,0.0,0.0,,3.7,180.0,1008.7,89.0,13.8,641.8,2.3,6,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK",3.099985944,101.5915969
30.0,31.9,20.1,55.28,0.0,0,,0.0,0.0,,6.2,13.0,,89.0,10.0,743.8,2.7,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.135969417,101.6477804
27.8,32.2,24.9,84.27,0.0,0,,0.0,0.0,,7.3,173.0,,89.0,7.3,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.068262754,101.6403989
27.0,29.6,23.0,78.78,0.0,0,,0.0,0.0,,1.8,60.0,,88.9,6.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.130984042,101.5593393
31.9,37.9,24.1,63.61,0.0,0,,0.0,0.0,,14.7,210.0,1009.1,88.9,12.0,232.8,0.8,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.152104459,101.6117075
28.0,32.7,25.0,83.79,0.0,0,,0.0,0.0,,7.5,310.0,,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.156544509,101.5984395
24.0,24.0,21.0,83.32,0.0,0,,0.0,0.0,,1.9,320.0,,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.138479871,101.5768035
29.7,34.9,24.2,72.16,0.0,0,,0.0,0.0,,5.4,235.0,1013.7,89.0,10.0,291.1,1.0,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.07482803,101.5913733
27.0,29.8,23.2,79.66,0.0,0,,0.0,0.0,,7.2,311.0,1012.2,89.0,6.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.118851512,101.6301273
28.8,33.3,24.0,75.57,0.0,0,,0.0,0.0,,10.9,192.0,,89.0,9.9,850.3,3.1,9,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.138654842,101.6409232
32.6,36.4,21.9,53.35,0.185,100,rain,0.0,0.0,,4.0,317.0,1011.0,89.0,12.3,642.0,2.3,6,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK",3.10634799,101.650315
24.1,24.1,23.1,94.49,0.0,0,,0.0,0.0,,3.5,311.0,1010.2,89.0,5.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.063717627,101.5756087
27.0,30.0,24.0,83.78,0.0,0,,0.0,0.0,,12.9,149.0,,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.140927636,101.5824651
24.0,24.0,21.9,88.02,0.0,0,,0.0,0.0,,1.6,28.0,,89.0,10.0,37.4,0.1,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.071165539,101.6476334
25.7,25.7,24.9,95.05,0.0,0,,0.0,0.0,,2.6,173.0,,89.0,6.3,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.058239232,101.6584457
28.9,32.6,22.9,70.1,0.0,0,,0.0,0.0,,3.8,62.0,,89.0,9.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.164965043,101.6457551
27.9,31.8,24.1,80.15,0.0,0,,0.0,0.0,,13.0,210.0,1010.4,89.0,9.0,300.5,1.1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.133535938,101.5794868
25.0,25.0,25.0,99.97,0.0,0,,0.0,0.0,,1.8,359.0,,89.0,2.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.15629761,101.5618686
27.0,30.6,25.0,88.66,0.0,0,,0.0,0.0,,1.9,341.0,,89.0,8.0,435.9,1.6,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.127273975,101.6015594
28.0,31.9,24.0,78.9,0.0,0,,0.0,0.0,,1.8,270.0,,89.0,10.0,677.8,2.4,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.149889571,101.5587754
32.0,36.7,23.0,59.14,0.0,0,,0.0,0.0,,4.0,60.0,,89.0,10.0,60.7,0.2,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.101024871,101.6054666
31.1,35.4,22.8,61.49,0.0,0,,0.0,0.0,35.3,16.1,270.0,1011.4,89.0,12.9,220.3,0.8,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.069521851,101.5990422
26.0,26.0,24.0,88.76,0.0,0,,0.0,0.0,,3.7,12.0,,89.0,7.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.17140045,101.6045952
33.0,36.9,22.0,52.5,0.0,0,,0.0,0.0,,4.5,203.0,,89.0,10.0,944.3,3.4,9,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.082881847,101.6111562
28.1,32.0,24.0,78.66,0.0,0,,0.0,0.0,,3.8,59.0,,99.4,8.1,781.0,2.8,8,,Overcast,cloudy,"48647099999,48650099999,WMSA,WMKK",3.057223506,101.5866361
27.0,30.1,23.9,83.35,0.0,0,,0.0,0.0,,2.2,334.0,,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.154355122,101.6224425
32.1,35.9,22.0,55.28,0.0,0,,0.0,0.0,,2.1,178.0,,89.0,10.0,104.2,0.4,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.052270456,101.6150228
32.9,39.3,24.1,60.26,0.178,100,rain,0.0,0.0,,6.4,272.0,1010.8,89.0,12.2,782.3,2.8,8,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK",3.078254205,101.6568265
33.0,35.3,20.0,46.46,0.0,0,,0.0,0.0,,7.6,50.0,,89.0,10.0,463.6,1.7,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.154361875,101.5695015
25.0,25.0,24.0,94.19,0.0,0,,0.0,0.0,,3.5,106.0,,89.0,10.0,76.4,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.100858259,101.6067927
33.0,38.1,23.0,55.81,0.0,0,,0.0,0.0,,6.3,75.0,,89.0,10.0,484.8,1.7,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.073555034,101.6288663
26.8,29.7,24.0,84.68,0.0,0,,0.0,0.0,,1.8,300.0,1013.7,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.162114695,101.5567872
27.8,30.0,21.2,67.33,0.0,0,,0.0,0.0,,3.8,59.0,1013.9,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.066950311,101.5855231
25.9,25.9,24.1,90.08,0.0,0,,0.0,0.0,,3.5,360.0,1013.7,89.0,7.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.181295447,101.5979924
31.2,36.6,23.9,65.28,0.0,0,,0.0,0.0,,3.8,195.0,1012.9,89.0,12.4,751.0,2.7,8,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.07192634,101.5687825
28.9,34.4,25.0,79.29,0.0,0,,0.0,0.0,,11.0,184.0,,89.0,10.0,117.2,0.4,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.170174668,101.6397799
24.2,24.2,21.9,87.36,0.0,0,,0.0,0.0,,1.8,351.0,1012.3,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.13227106,101.6119143
33.9,39.4,23.2,53.59,0.0,0,,0.0,0.0,,5.4,190.0,1008.8,89.0,12.5,603.3,2.2,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.153483916,101.5890958
26.0,26.0,24.0,88.98,0.0,0,,0.0,0.0,,3.8,20.0,,89.0,7.1,0.5,0.0,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.135033185,101.6322201
26.0,26.0,24.0,88.74,0.0,0,,0.0,0.0,,3.6,301.0,,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.126404968,101.5737062
29.9,35.0,24.1,70.94,0.0,0,,0.0,0.0,,7.4,265.0,,89.0,10.0,327.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.181536607,101.6398779
28.0,31.9,24.0,79.08,0.0,0,,0.0,0.0,,1.7,281.0,,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.114979445,101.6201823
34.9,46.5,26.9,63.34,0.0,0,,0.0,0.0,,9.4,328.0,,89.0,10.0,773.0,2.8,8,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.151188946,101.6035602
25.0,25.0,23.0,88.44,0.0,0,,0.0,0.0,,0.1,5.0,,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.148372297,101.6359365
26.0,26.0,24.0,88.68,0.0,0,,0.0,0.0,,1.8,351.0,,89.0,6.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.110730299,101.5756669
29.0,35.6,25.9,83.64,0.0,0,,0.0,0.0,,11.0,347.0,,89.0,5.1,216.6,0.8,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.129377309,101.6134173
25.0,25.0,24.0,94.17,0.0,0,,0.0,0.0,,0.0,0.0,,88.9,8.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.116305372,101.5623611
25.2,25.2,23.8,92.0,0.0,0,,0.0,0.0,,1.9,313.0,1011.7,89.0,6.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.153538937,101.6118126
29.1,34.4,24.8,77.64,0.0,0,,0.0,0.0,,5.8,203.0,,89.0,8.1,695.5,2.5,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.10691973,101.6402587
28.9,33.5,24.0,74.9,0.0,0,,0.0,0.0,,12.8,294.0,,89.0,10.0,0.6,0.0,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.075505338,101.5843097
26.0,26.0,25.0,94.08,0.0,0,,0.0,0.0,,0.0,0.0,,89.0,2.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.135016035,101.5965021
29.0,34.5,25.0,78.87,0.0,0,,0.0,0.0,,7.7,209.0,,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.089774794,101.582552
25.0,25.0,23.9,93.9,0.0,0,,0.0,0.0,,1.9,339.0,,89.0,8.1,26.5,0.1,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.114321482,101.6362052
27.9,31.7,24.0,79.74,0.0,0,,0.0,0.0,,4.0,354.0,,88.1,9.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48650099999,WMSA,WMKK",3.157269794,101.6377535
29.0,34.5,25.0,79.02,0.0,0,,0.0,0.0,,5.5,249.0,,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.16806338,101.5615536
25.0,25.0,24.1,94.74,0.0,0,,0.0,0.0,,1.8,333.0,1009.5,89.0,2.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.181041009,101.6002515
26.0,26.0,24.9,93.59,0.0,0,,0.0,0.0,,3.6,343.0,,89.0,3.8,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.074980896,101.6562366
27.8,32.2,24.9,84.07,0.0,0,,0.0,0.0,,5.4,161.0,,89.0,10.0,96.1,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.159938162,101.6520859
25.8,25.8,24.0,90.03,0.0,0,,0.0,0.0,,2.1,354.0,1013.3,89.0,5.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.119350507,101.6333424
33.0,39.1,23.8,58.67,0.0,0,,0.0,0.0,,7.7,274.0,1010.3,88.9,12.4,307.5,1.1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.118854674,101.611889
32.0,39.3,25.0,66.76,0.0,0,,0.0,0.0,,14.8,230.0,,89.0,10.0,527.8,1.9,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.1769133,101.6323758
32.0,39.2,25.0,66.58,0.0,0,,0.0,0.0,,3.6,208.0,,89.0,10.0,627.0,2.3,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.125212863,101.5967778
29.9,35.0,24.0,70.99,0.0,0,,0.0,0.0,,3.7,339.0,1012.3,89.0,13.3,664.5,2.4,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.071130208,101.5682472
28.0,31.8,23.9,78.38,0.0,0,,0.0,0.0,42.5,21.9,258.0,1009.9,89.0,4.4,701.0,2.5,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.089317468,101.627684
25.0,25.0,22.8,87.17,0.0,0,,0.0,0.0,,3.6,277.0,1011.5,89.0,10.0,200.8,0.7,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.074788796,101.5698675
26.0,26.0,24.9,93.57,0.0,0,,0.0,0.0,,1.3,6.0,,89.0,8.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.059496595,101.6434883
32.0,39.1,24.9,66.3,0.0,0,,0.0,0.0,,9.5,246.0,,89.0,10.0,45.8,0.2,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.081459216,101.5770143
33.0,39.3,24.1,59.72,0.0,0,,0.0,0.0,,5.6,210.0,,89.0,10.0,459.8,1.7,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.101571592,101.6211624
24.1,24.1,23.3,95.26,0.0,0,,0.0,0.0,,7.4,185.0,1009.6,99.6,8.9,96.5,0.3,1,,Overcast,cloudy,"48647099999,48650099999,WMSA,WMKK",3.127830915,101.6514612
25.8,25.8,23.0,84.62,0.0,0,,0.0,0.0,,2.1,284.0,1009.9,89.0,8.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.140693077,101.6142086
27.0,31.3,26.0,93.9,0.0,0,,0.0,0.0,,3.7,165.0,,89.0,6.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.144674327,101.6246888
30.1,37.6,26.0,78.71,0.0,0,,0.0,0.0,,5.4,254.0,,89.0,7.1,649.0,2.3,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.152183697,101.6152854
32.9,35.3,20.1,46.93,0.0,0,,0.0,0.0,,7.4,315.0,,89.0,10.0,856.5,3.1,9,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.157533836,101.6490304
25.0,25.0,24.0,94.19,0.0,0,,0.0,0.0,,1.8,360.0,,89.0,7.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.142642269,101.5931611
32.1,36.7,22.9,58.47,0.0,0,,0.0,0.0,,5.7,238.0,,89.0,10.0,944.8,3.4,9,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.086671738,101.6219554
26.0,26.0,24.0,88.75,0.0,0,,0.0,0.0,,5.4,310.0,,88.9,7.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.133900934,101.5587901
26.0,26.0,25.0,94.16,0.0,0,,0.0,0.0,,3.6,300.0,,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.149446449,101.5791797
31.0,35.5,23.1,63.05,0.0,0,,0.0,0.0,,3.6,114.0,,89.0,10.0,601.5,2.2,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.056369866,101.5721064
25.0,25.0,21.0,78.5,0.0,0,,0.0,0.0,,5.4,293.0,,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.137307791,101.6102003
29.0,32.7,23.0,70.2,0.0,0,,0.0,0.0,,5.4,90.0,,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.162861731,101.567271
31.8,38.9,25.1,67.8,0.0,0,,0.0,0.0,,18.1,230.0,1008.4,89.0,12.9,258.4,0.9,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.160520622,101.6233698
31.8,35.7,22.2,56.57,0.0,0,,0.0,0.0,,8.9,275.0,,89.0,10.0,790.8,2.8,8,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.077930268,101.6322263
32.0,37.9,24.0,62.7,0.0,0,,0.0,0.0,,11.2,300.0,,89.0,10.0,590.0,2.1,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.148670236,101.5674512
26.8,29.7,24.0,84.64,0.0,0,,0.0,0.0,,1.7,302.0,1013.7,89.0,9.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.084853338,101.6221284
28.1,32.0,24.0,78.65,0.0,0,,0.0,0.0,,3.8,59.0,,99.3,8.1,781.0,2.8,8,,Overcast,cloudy,"48647099999,48650099999,WMSA,WMKK",3.100190236,101.6351451
24.1,24.1,23.0,93.81,0.0,0,,0.0,0.0,,0.1,360.0,,89.0,5.3,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.121082538,101.6445953
26.1,26.1,24.0,88.26,0.0,0,,0.0,0.0,,1.6,57.0,,89.0,6.4,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.06396735,101.6319009
25.9,25.9,22.1,79.78,0.0,0,,0.0,0.0,,0.2,3.0,1011.3,89.0,10.0,199.5,0.7,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.111487225,101.609823
25.0,25.0,24.0,94.06,0.0,0,,0.0,0.0,,0.0,0.0,,89.0,5.1,26.9,0.1,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.08721832,101.58404
29.0,31.3,21.0,62.36,0.0,0,,0.0,0.0,,11.3,42.0,,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.074553786,101.5947808
30.0,36.2,25.0,74.52,0.0,0,,0.0,0.0,,11.2,280.0,,89.0,10.0,0.4,0.0,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.081163307,101.5758687
28.0,31.3,23.0,74.2,0.0,0,,0.0,0.0,,5.4,289.0,,89.0,10.0,0.5,0.0,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.178296771,101.6024096
26.0,26.0,23.0,83.69,0.0,0,,0.0,0.0,,5.4,312.0,,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.140175728,101.5948634
30.9,34.4,21.9,58.88,0.0,0,,0.0,0.0,,9.3,250.0,1010.3,88.9,12.4,305.4,1.1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.125618155,101.6077436
28.0,31.9,23.8,77.86,0.0,0,,0.0,0.0,,5.3,279.0,1011.7,88.8,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.131382455,101.6307661
28.0,32.7,25.0,83.79,0.0,0,,0.0,0.0,,1.9,294.0,,89.0,6.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.138265719,101.6348216
25.9,25.9,23.9,88.58,0.0,0,,0.0,0.0,,1.9,283.0,1009.9,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.068708184,101.5660123
27.0,30.1,24.0,83.68,0.0,0,,0.0,0.0,,3.7,10.0,,89.0,8.1,188.9,0.7,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.094589774,101.6059541
25.2,25.2,23.1,87.85,0.0,0,,0.0,0.0,,7.2,109.0,,99.1,7.2,0.2,0.0,0,,Overcast,cloudy,"48647099999,48650099999,WMSA,WMKK",3.079203289,101.635967
27.9,31.1,23.0,74.83,0.0,0,,0.0,0.0,,7.3,157.0,,89.0,10.0,664.3,2.4,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.145743721,101.6504231
23.0,23.0,23.0,100.0,0.0,0,,0.0,0.0,,0.0,1.0,,89.0,7.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.147007497,101.567363
30.0,35.1,24.0,70.48,0.0,0,,0.0,0.0,,5.4,229.0,,89.0,10.0,91.5,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.138411608,101.5987682
26.1,26.1,23.1,83.57,0.0,0,,0.0,0.0,,0.5,5.0,,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.083935226,101.6183264
26.0,26.0,25.0,94.23,0.0,0,,0.0,0.0,,3.7,314.0,,89.0,7.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.089656655,101.6110039
29.0,33.6,24.0,74.47,0.0,0,,0.0,0.0,,11.0,291.0,,89.0,10.0,30.5,0.1,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.126449134,101.6108196
25.0,25.0,24.0,94.19,0.0,0,,0.0,0.0,,3.3,283.0,,89.0,6.3,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.05048338,101.5922463
25.0,25.0,23.0,88.61,0.0,0,,0.0,0.0,,1.9,341.0,,89.0,7.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.155272359,101.5920565
27.0,30.1,24.0,83.55,0.0,0,,0.0,0.0,,5.5,149.0,,89.0,5.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.117499479,101.5920294
25.0,25.0,23.2,89.31,0.0,0,,0.0,0.0,,0.1,7.0,1012.4,89.0,8.0,228.5,0.8,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.075821572,101.5769013
30.9,36.1,23.7,65.52,0.0,0,,0.0,0.0,,5.7,302.0,1014.6,89.0,13.8,834.0,3.0,8,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.149681646,101.6210045
26.0,26.0,25.0,93.98,0.0,0,,0.0,0.0,,0.2,2.0,,89.0,6.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.174300358,101.5996895
26.0,26.0,22.0,78.64,0.0,0,,0.0,0.0,,1.9,40.0,,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.134591413,101.6045854
25.0,25.0,24.0,94.19,0.0,0,,0.0,0.0,,1.7,273.0,,89.0,7.2,15.0,0.1,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.112736709,101.6442956
30.1,36.2,24.8,73.36,0.0,0,,0.0,0.0,,15.7,277.0,1008.5,89.0,12.4,279.1,1.0,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.110098072,101.6519256
27.0,30.1,24.0,83.68,0.0,0,,0.0,0.0,,5.4,180.0,,88.9,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.132433214,101.5651258
